Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 2626: (37, 0), status: INFECTED, was infected 1 time(s).
Person 2627: (46, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2628: (33, 7), status: INFECTED, was infected 1 time(s).
Person 2629: (34, 0), status: INFECTED, was infected 1 time(s).
Person 2630: (49, 9), status: INFECTED, was infected 1 time(s).
Person 2631: (18, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2632: (0, 0), status: INFECTED, was infected 0 time(s).
Person 2633: (31, 9), status: INFECTED, was infected 0 time(s).
Person 2634: (24, 35), status: INFECTED, was infected 1 time(s).
Person 2635: (24, 24), status: INFECTED, was infected 1 time(s).
Person 2636: (9, 11), status: INFECTED, was infected 0 time(s).
Person 2637: (15, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2638: (40, 47), status: INFECTED, was infected 1 time(s).
Person 2639: (12, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2640: (16, 35), status: INFECTED, was infected 1 time(s).
Person 2641: (10, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2642: (36, 2), status: INFECTED, was infected 1 time(s).
Person 2643: (11, 35), status: INFECTED, was infected 1 time(s).
Person 2644: (36, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2645: (0, 37), status: INFECTED, was infected 1 time(s).
Person 2646: (35, 27), status: INFECTED, was infected 0 time(s).
Person 2647: (36, 26), status: INFECTED, was infected 0 time(s).
Person 2648: (49, 22), status: INFECTED, was infected 1 time(s).
Person 2649: (45, 25), status: INFECTED, was infected 0 time(s).
Person 2650: (35, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2651: (39, 46), status: INFECTED, was infected 0 time(s).
Person 2652: (38, 46), status: INFECTED, was infected 1 time(s).
Person 2653: (39, 22), status: INFECTED, was infected 1 time(s).
Person 2654: (29, 8), status: INFECTED, was infected 1 time(s).
Person 2655: (49, 5), status: INFECTED, was infected 0 time(s).
Person 2656: (12, 34), status: INFECTED, was infected 1 time(s).
Person 2657: (15, 0), status: INFECTED, was infected 1 time(s).
Person 2658: (3, 0), status: INFECTED, was infected 0 time(s).
Person 2659: (44, 26), status: INFECTED, was infected 0 time(s).
Person 2660: (9, 23), status: INFECTED, was infected 0 time(s).
Person 2661: (41, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2662: (37, 39), status: INFECTED, was infected 0 time(s).
Person 2663: (46, 18), status: INFECTED, was infected 0 time(s).
Person 2664: (4, 0), status: INFECTED, was infected 1 time(s).
Person 2665: (25, 0), status: INFECTED, was infected 1 time(s).
Person 2666: (26, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2667: (13, 18), status: INFECTED, was infected 0 time(s).
Person 2668: (38, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2669: (46, 49), status: INFECTED, was infected 1 time(s).
Person 2670: (6, 48), status: INFECTED, was infected 1 time(s).
Person 2671: (46, 15), status: INFECTED, was infected 0 time(s).
Person 2672: (0, 38), status: INFECTED, was infected 0 time(s).
Person 2673: (0, 4), status: INFECTED, was infected 0 time(s).
Person 2674: (49, 43), status: INFECTED, was infected 1 time(s).
Person 2675: (12, 49), status: INFECTED, was infected 1 time(s).
Person 2676: (2, 28), status: INFECTED, was infected 0 time(s).
Person 2677: (46, 46), status: INFECTED, was infected 1 time(s).
Person 2678: (11, 39), status: INFECTED, was infected 0 time(s).
Person 2679: (5, 35), status: INFECTED, was infected 1 time(s).
Person 2680: (0, 1), status: INFECTED, was infected 0 time(s).
Person 2681: (5, 49), status: INFECTED, was infected 1 time(s).
Person 2682: (17, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2683: (27, 24), status: INFECTED, was infected 1 time(s).
Person 2684: (47, 33), status: INFECTED, was infected 1 time(s).
Person 2685: (0, 41), status: INFECTED, was infected 1 time(s).
Person 2686: (18, 38), status: INFECTED, was infected 1 time(s).
Person 2687: (38, 46), status: INFECTED, was infected 0 time(s).
Person 2688: (49, 17), status: INFECTED, was infected 0 time(s).
Person 2689: (17, 49), status: INFECTED, was infected 1 time(s).
Person 2690: (0, 17), status: INFECTED, was infected 1 time(s).
Person 2691: (44, 31), status: INFECTED, was infected 1 time(s).
Person 2692: (7, 17), status: INFECTED, was infected 1 time(s).
Person 2693: (0, 7), status: INFECTED, was infected 1 time(s).
Person 2694: (26, 0), status: INFECTED, was infected 0 time(s).
Person 2695: (15, 13), status: INFECTED, was infected 1 time(s).
Person 2696: (23, 36), status: INFECTED, was infected 1 time(s).
Person 2697: (43, 49), status: INFECTED, was infected 1 time(s).
Person 2698: (26, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2699: (47, 14), status: INFECTED, was infected 1 time(s).
Person 2700: (33, 7), status: INFECTED, was infected 1 time(s).
Person 2701: (14, 26), status: INFECTED, was infected 1 time(s).
Person 2702: (39, 10), status: INFECTED, was infected 1 time(s).
Person 2703: (0, 28), status: INFECTED, was infected 1 time(s).
Person 2704: (46, 12), status: INFECTED, was infected 1 time(s).
Person 2705: (29, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2706: (12, 0), status: INFECTED, was infected 1 time(s).
Person 2707: (27, 34), status: INFECTED, was infected 1 time(s).
Person 2708: (0, 16), status: INFECTED, was infected 1 time(s).
Person 2709: (34, 37), status: INFECTED, was infected 1 time(s).
Person 2710: (11, 33), status: INFECTED, was infected 0 time(s).
Person 2711: (0, 24), status: INFECTED, was infected 1 time(s).
Person 2712: (36, 0), status: INFECTED, was infected 1 time(s).
Person 2713: (2, 49), status: INFECTED, was infected 0 time(s).
Person 2714: (0, 2), status: INFECTED, was infected 1 time(s).
Person 2715: (0, 4), status: INFECTED, was infected 1 time(s).
Person 2716: (20, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2717: (2, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2718: (35, 49), status: INFECTED, was infected 1 time(s).
Person 2719: (15, 17), status: INFECTED, was infected 0 time(s).
Person 2720: (36, 16), status: INFECTED, was infected 0 time(s).
Person 2721: (31, 39), status: INFECTED, was infected 0 time(s).
Person 2722: (34, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2723: (26, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2724: (19, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2725: (16, 5), status: INFECTED, was infected 0 time(s).
Person 2726: (12, 13), status: INFECTED, was infected 1 time(s).
Person 2727: (46, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2728: (8, 49), status: INFECTED, was infected 1 time(s).
Person 2729: (32, 49), status: INFECTED, was infected 1 time(s).
Person 2730: (18, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2731: (26, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2732: (28, 37), status: INFECTED, was infected 1 time(s).
Person 2733: (46, 0), status: INFECTED, was infected 1 time(s).
Person 2734: (33, 42), status: INFECTED, was infected 1 time(s).
Person 2735: (43, 0), status: INFECTED, was infected 0 time(s).
Person 2736: (2, 35), status: INFECTED, was infected 0 time(s).
Person 2737: (29, 24), status: INFECTED, was infected 0 time(s).
Person 2738: (0, 38), status: INFECTED, was infected 1 time(s).
Person 2739: (47, 4), status: INFECTED, was infected 1 time(s).
Person 2740: (46, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2741: (33, 31), status: INFECTED, was infected 0 time(s).
Person 2742: (0, 32), status: INFECTED, was infected 0 time(s).
Person 2743: (24, 16), status: INFECTED, was infected 1 time(s).
Person 2744: (7, 10), status: INFECTED, was infected 1 time(s).
Person 2745: (35, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2746: (49, 7), status: INFECTED, was infected 1 time(s).
Person 2747: (26, 14), status: INFECTED, was infected 0 time(s).
Person 2748: (10, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2749: (29, 24), status: INFECTED, was infected 1 time(s).
Person 2750: (0, 2), status: INFECTED, was infected 1 time(s).
Person 2751: (26, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2752: (32, 32), status: INFECTED, was infected 1 time(s).
Person 2753: (37, 7), status: INFECTED, was infected 0 time(s).
Person 2754: (38, 25), status: INFECTED, was infected 1 time(s).
Person 2755: (4, 8), status: INFECTED, was infected 0 time(s).
Person 2756: (23, 17), status: INFECTED, was infected 1 time(s).
Person 2757: (49, 21), status: INFECTED, was infected 1 time(s).
Person 2758: (32, 25), status: INFECTED, was infected 1 time(s).
Person 2759: (27, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2760: (34, 14), status: INFECTED, was infected 1 time(s).
Person 2761: (49, 6), status: INFECTED, was infected 0 time(s).
Person 2762: (40, 27), status: INFECTED, was infected 1 time(s).
Person 2763: (49, 43), status: INFECTED, was infected 1 time(s).
Person 2764: (17, 26), status: INFECTED, was infected 1 time(s).
Person 2765: (0, 11), status: INFECTED, was infected 1 time(s).
Person 2766: (36, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2767: (20, 37), status: INFECTED, was infected 1 time(s).
Person 2768: (8, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2769: (49, 25), status: INFECTED, was infected 0 time(s).
Person 2770: (5, 48), status: INFECTED, was infected 1 time(s).
Person 2771: (36, 16), status: INFECTED, was infected 1 time(s).
Person 2772: (14, 27), status: INFECTED, was infected 1 time(s).
Person 2773: (49, 20), status: INFECTED, was infected 1 time(s).
Person 2774: (47, 36), status: INFECTED, was infected 0 time(s).
Person 2775: (26, 10), status: INFECTED, was infected 1 time(s).
Person 2776: (26, 32), status: INFECTED, was infected 1 time(s).
Person 2777: (28, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2778: (2, 20), status: INFECTED, was infected 1 time(s).
Person 2779: (36, 15), status: INFECTED, was infected 0 time(s).
Person 2780: (1, 26), status: INFECTED, was infected 0 time(s).
Person 2781: (49, 29), status: INFECTED, was infected 1 time(s).
Person 2782: (40, 27), status: INFECTED, was infected 0 time(s).
Person 2783: (49, 28), status: INFECTED, was infected 1 time(s).
Person 2784: (2, 0), status: INFECTED, was infected 1 time(s).
Person 2785: (0, 48), status: INFECTED, was infected 0 time(s).
Person 2786: (25, 0), status: INFECTED, was infected 1 time(s).
Person 2787: (9, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2788: (4, 14), status: INFECTED, was infected 0 time(s).
Person 2789: (0, 28), status: INFECTED, was infected 0 time(s).
Person 2790: (16, 26), status: INFECTED, was infected 0 time(s).
Person 2791: (5, 42), status: INFECTED, was infected 1 time(s).
Person 2792: (31, 13), status: INFECTED, was infected 0 time(s).
Person 2793: (17, 49), status: INFECTED, was infected 0 time(s).
Person 2794: (16, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2795: (17, 37), status: INFECTED, was infected 0 time(s).
Person 2796: (35, 38), status: INFECTED, was infected 1 time(s).
Person 2797: (22, 16), status: INFECTED, was infected 1 time(s).
Person 2798: (40, 25), status: INFECTED, was infected 0 time(s).
Person 2799: (6, 38), status: INFECTED, was infected 0 time(s).
Person 2800: (0, 22), status: INFECTED, was infected 1 time(s).
Person 2801: (3, 14), status: INFECTED, was infected 0 time(s).
Person 2802: (42, 38), status: INFECTED, was infected 1 time(s).
Person 2803: (49, 9), status: INFECTED, was infected 1 time(s).
Person 2804: (26, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2805: (6, 7), status: INFECTED, was infected 1 time(s).
Person 2806: (0, 22), status: INFECTED, was infected 1 time(s).
Person 2807: (9, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2808: (1, 26), status: INFECTED, was infected 0 time(s).
Person 2809: (11, 27), status: INFECTED, was infected 1 time(s).
Person 2810: (21, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2811: (15, 48), status: INFECTED, was infected 1 time(s).
Person 2812: (0, 14), status: INFECTED, was infected 1 time(s).
Person 2813: (35, 22), status: INFECTED, was infected 0 time(s).
Person 2814: (40, 23), status: INFECTED, was infected 1 time(s).
Person 2815: (2, 49), status: INFECTED, was infected 1 time(s).
Person 2816: (29, 13), status: INFECTED, was infected 1 time(s).
Person 2817: (16, 49), status: INFECTED, was infected 0 time(s).
Person 2818: (44, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2819: (35, 8), status: INFECTED, was infected 1 time(s).
Person 2820: (22, 0), status: INFECTED, was infected 1 time(s).
Person 2821: (49, 7), status: INFECTED, was infected 0 time(s).
Person 2822: (35, 40), status: INFECTED, was infected 1 time(s).
Person 2823: (35, 44), status: INFECTED, was infected 1 time(s).
Person 2824: (33, 42), status: INFECTED, was infected 0 time(s).
Person 2825: (3, 32), status: INFECTED, was infected 1 time(s).
Person 2826: (19, 21), status: INFECTED, was infected 0 time(s).
Person 2827: (7, 47), status: INFECTED, was infected 1 time(s).
Person 2828: (32, 0), status: INFECTED, was infected 1 time(s).
Person 2829: (8, 23), status: INFECTED, was infected 1 time(s).
Person 2830: (49, 32), status: INFECTED, was infected 1 time(s).
Person 2831: (12, 34), status: INFECTED, was infected 1 time(s).
Person 2832: (35, 13), status: INFECTED, was infected 0 time(s).
Person 2833: (45, 0), status: INFECTED, was infected 1 time(s).
Person 2834: (49, 18), status: INFECTED, was infected 0 time(s).
Person 2835: (16, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2836: (4, 49), status: INFECTED, was infected 1 time(s).
Person 2837: (20, 22), status: INFECTED, was infected 1 time(s).
Person 2838: (8, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2839: (34, 10), status: INFECTED, was infected 0 time(s).
Person 2840: (43, 36), status: INFECTED, was infected 0 time(s).
Person 2841: (5, 48), status: INFECTED, was infected 1 time(s).
Person 2842: (39, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2843: (16, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2844: (37, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2845: (45, 34), status: INFECTED, was infected 0 time(s).
Person 2846: (44, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2847: (23, 6), status: INFECTED, was infected 0 time(s).
Person 2848: (43, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2849: (17, 3), status: INFECTED, was infected 0 time(s).
Person 2850: (49, 16), status: INFECTED, was infected 1 time(s).
Person 2851: (0, 16), status: INFECTED, was infected 1 time(s).
Person 2852: (36, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2853: (30, 0), status: INFECTED, was infected 1 time(s).
Person 2854: (37, 36), status: INFECTED, was infected 1 time(s).
Person 2855: (49, 36), status: INFECTED, was infected 1 time(s).
Person 2856: (5, 0), status: INFECTED, was infected 1 time(s).
Person 2857: (40, 44), status: INFECTED, was infected 0 time(s).
Person 2858: (11, 0), status: INFECTED, was infected 1 time(s).
Person 2859: (22, 49), status: INFECTED, was infected 1 time(s).
Person 2860: (41, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2861: (34, 43), status: INFECTED, was infected 0 time(s).
Person 2862: (21, 49), status: INFECTED, was infected 1 time(s).
Person 2863: (19, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2864: (0, 16), status: INFECTED, was infected 1 time(s).
Person 2865: (11, 49), status: INFECTED, was infected 1 time(s).
Person 2866: (49, 25), status: INFECTED, was infected 0 time(s).
Person 2867: (26, 0), status: INFECTED, was infected 1 time(s).
Person 2868: (47, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2869: (48, 26), status: INFECTED, was infected 1 time(s).
Person 2870: (18, 0), status: INFECTED, was infected 1 time(s).
Person 2871: (0, 49), status: INFECTED, was infected 1 time(s).
Person 2872: (9, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2873: (49, 4), status: INFECTED, was infected 0 time(s).
Person 2874: (34, 1), status: INFECTED, was infected 0 time(s).
Person 2875: (28, 0), status: INFECTED, was infected 1 time(s).
Person 2876: (27, 8), status: INFECTED, was infected 1 time(s).
Person 2877: (35, 0), status: INFECTED, was infected 1 time(s).
Person 2878: (12, 13), status: INFECTED, was infected 1 time(s).
Person 2879: (6, 28), status: INFECTED, was infected 0 time(s).
Person 2880: (17, 39), status: INFECTED, was infected 1 time(s).
Person 2881: (48, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 2882: (29, 0), status: INFECTED, was infected 1 time(s).
